Tweet,Sentimen,Emosi,Processed_Tweet
Lagi-lagi jenazah covid ditolak. Dia perawat yang meninggal grgr terpapar covid-19 ,-1.0,-1,lagilagi jenazah covid ditolak dia perawat yang meninggal grgr terpapar covid
Pandemi corona mengancam nasib media lokal ,-1.0,-1,pandemi corona mengancam nasib media lokal
"COVID-19: Angka kematian hampiri 100,000 di seluruh dunia",0.0,-1,covid angka kematian hampiri di seluruh dunia
"Yg ada tuh, level presiden menyediakan dana spy rakyat yg terkena dampak covid tetap bisa di rmh tp bisa makan layak yg dikoordinasi dr pusat sampai ke pelosok. Bekerja melalui jalurnya. Bukan bagi2 di jalan. Ini mah kelas cere",-1.0,-2,yg ada tuh level presiden menyediakan dana spy rakyat yg terkena dampak covid tetap bisa di rmh tp bisa makan layak yg dikoordinasi dr pusat sampai ke pelosok bekerja melalui jalurnya bukan bagi di jalan ini mah kelas cere
Penghulu & para pengurus masjid Sang Cipta Rasa kota Cirebon menggelar ikhtiar tolak bala dengan bermunajat bersama dan adzan pitu. Semoga wabah COVID 19 segera berakhir. Aamiin...untuk para dokter & tim medis indonesia tetap semangat.,1.0,-1,penghulu para pengurus masjid sang cipta rasa kota cirebon menggelar ikhtiar tolak bala dengan bermunajat bersama dan adzan pitu semoga wabah covid segera berakhir aamiinuntuk para dokter tim medis indonesia tetap semangat
"Min LPDP 2020 ttp ada nggk yaa min, mengingat Dana Tetap Pendidikan di ahlikan ke penanggulangan ekonomi karena Covid-19",0.0,1,min lpdp ttp ada nggk yaa min mengingat dana tetap pendidikan di ahlikan ke penanggulangan ekonomi karena covid
Leader dlm penyebaran covid 19 kale.... Membuat org antri akibat efek kejutnya,-1.0,1,leader dlm penyebaran covid kale membuat org antri akibat efek kejutnya
Wii... Yg berdampak Covid-19 itu tdk hanya warga miskin. Berita ini judulnya benar. Isinya yg tdk benar...,-1.0,-2,wii yg berdampak covid itu tdk hanya warga miskin berita ini judulnya benar isinya yg tdk benar
memanusiakan manusia adalah salah satu bentuk penghormatan kita pada sesama. sedih kalo liat jenazah yg meninggal karena covid-19 tidak diterima warga setempat untuk dimakamkan.,1.0,-2,memanusiakan manusia adalah salah satu bentuk penghormatan kita pada sesama sedih kalo liat jenazah yg meninggal karena covid tidak diterima warga setempat untuk dimakamkan
Ada ancaman penyebaran COVID-19 yang lebih luas. dr. Dike Afifi menbuat petisi kepada Presiden untuk keluarkan kebijakan menghentikan semua akses transportasi dari dalam dan keluar kota - Tandatangani Petisi!,1.0,-1,ada ancaman penyebaran covid yang lebih luas dr dike afifi menbuat petisi kepada presiden untuk keluarkan kebijakan menghentikan semua akses transportasi dari dalam dan keluar kota tandatangani petisi
yaudah di gpp. let covid do ur duties aja,1.0,2,yaudah di gpp let covid do ur duties aja
Persib Potong 75 Persen Gaji Pemain karena Corona Covid-19,0.0,-1,persib potong persen gaji pemain karena corona covid
virus Corona COVID-19 melanda saat Indonesia menghadapi musim pancaroba. Ancaman demam berdarah dengue (DBD) juga sedang menghantui.,0.0,1,virus corona covid melanda saat indonesia menghadapi musim pancaroba ancaman demam berdarah dengue dbd juga sedang menghantui
ALLAH MAHA KUASA !!! Kisah Nyata Mengharukan... Pelajar Muslimah Indonesia Yang Terkena Covid-19 di New York Alhamdulillah.. Allahu Akbar ,-1.0,-1,allah maha kuasa kisah nyata mengharukan pelajar muslimah indonesia yang terkena covid di new york alhamdulillah allahu akbar
"Ngaur kamu,mosok tenaga medis meninggal kamu sangkutkan dgn fatwa mui,emngya semua pasien covid itu dari mesjid sumbernya.hadeuh",-1.0,-2,ngaur kamumosok tenaga medis meninggal kamu sangkutkan dgn fatwa muiemngya semua pasien covid itu dari mesjid sumbernyahadeuh
"Sempat Nihil Tiga Hari, Kini Pasien Positif Covid-19 Bertambah Satu Orang",0.0,-1,sempat nihil tiga hari kini pasien positif covid bertambah satu orang
"Lindungi Dokter dari Paparan COVID-19, BPPT RI Luncurkan Aplikasi Mobile Covid Track",1.0,2,lindungi dokter dari paparan covid bppt ri luncurkan aplikasi mobile covid track
Semoga insan2 bocah kontol mampus kena covid-19 ya.,-1.0,-2,semoga insan bocah kontol mampus kena covid ya
gejala covid-20,0.0,1,gejala covid
"Jumat 10/04/2020Kesadaran masyarakat akan pentingnya berdiam diri dirumah dalam memutus penyebaran virus covid 19 sangat besar dan dari kesadaran diri sendiri, terlihat dr pantauan Kijang Patroli 11.34 Klungkung disimpang Lepang bypass IB Mantra Klungkung terpantau tipis lancar",1.0,2,jumat kesadaran masyarakat akan pentingnya berdiam diri dirumah dalam memutus penyebaran virus covid sangat besar dan dari kesadaran diri sendiri terlihat dr pantauan kijang patroli klungkung disimpang lepang bypass ib mantra klungkung terpantau tipis lancar
"Selamat Pagi. Rute Tebet-Depok tersedia pkl 17:33 WIB, untuk Informasi lengkap jadwal perjalanan KRL mulai 10 April 2020, bisa di lihat pada website link berikut : Tks.",0.0,2,selamat pagi rute tebetdepok tersedia pkl wib untuk informasi lengkap jadwal perjalanan krl mulai april bisa di lihat pada website link berikut tks
"Sangat disayangkan, Gorontalo gagal bertahan sebagai daerah bebas Covid-19 hanya karena keegoisan suatu kaum yang enggan tawakal dan memilih untuk takabur",0.0,-2,sangat disayangkan gorontalo gagal bertahan sebagai daerah bebas covid hanya karena keegoisan suatu kaum yang enggan tawakal dan memilih untuk takabur
"Udah pasti sekrg akan berlindung di balik wabah, gak bisa naikkan gaji krn hrs re-alokasikan dana utk respon Covid-19.",0.0,-2,udah pasti sekrg akan berlindung di balik wabah gak bisa naikkan gaji krn hrs realokasikan dana utk respon covid
"Bayar dlm kereta, x payah ke kaunter""Musim COVID-19 ni, elakkn guna cash!Guna aplikasi SETEL dlm kereta SAHAJA! Gunakn Setel pam minyak Setel & nikmati RM5 PERCUMA slps pembelian petrol RM30 pertama anda!Kod rujukan : Download setel sekarang! ",0.0,2,bayar dlm kereta x payah ke kauntermusim covid ni elakkn guna cashguna aplikasi setel dlm kereta sahaja gunakn setel pam minyak setel nikmati rm percuma slps pembelian petrol rm pertama andakod rujukan download setel sekarang
Musim sakit macam ni kan agak2 u all hantu jin momok kena tak covid 19 ni tak,-1.0,-2,musim sakit macam ni kan agak u all hantu jin momok kena tak covid ni tak
"3. Langkah yg dapat di ambil pemerintah dalam mengatasi dampak Covid-19 terhadap Perekonomian Indonesia Jawab :Menjaga konsumsi rumah tangga miskin melalui berbagai program yang dapat dilakukan segera coverage besar, dan berdampak langsung ke covid 19",1.0,1,langkah yg dapat di ambil pemerintah dalam mengatasi dampak covid terhadap perekonomian indonesia jawab menjaga konsumsi rumah tangga miskin melalui berbagai program yang dapat dilakukan segera coverage besar dan berdampak langsung ke covid
Mendikbud Nadiem Makarim mengambil keputusan terkait pencairan dana KIP atau Kartu Indonesia Pintar di tengah pandemi virus corona COVID-19.,1.0,2,mendikbud nadiem makarim mengambil keputusan terkait pencairan dana kip atau kartu indonesia pintar di tengah pandemi virus corona covid
Kadar kematian COVID-19 di Malaysia masih rendah.,1.0,2,kadar kematian covid di malaysia masih rendah
Pecah telor Sarjana Covid-19!,0.0,2,pecah telor sarjana covid
"Baru dapet info kalo di gang sebelah rumah di Lumajang udah ada yg positif Covid-19, semoga seluruh keluarga disana aman.",1.0,-1,baru dapet info kalo di gang sebelah rumah di lumajang udah ada yg positif covid semoga seluruh keluarga disana aman
Darurat militer saja pemerintah bias mewajibkan rakyat sebagai serdadu. Darurat wabah covid-19 dan kesehatan tentu bisa dilakukan untuk mewajibkan para konglomerat untuk keluarkan hartanya untuk kepentingan bersama.,1.0,-2,darurat militer saja pemerintah bias mewajibkan rakyat sebagai serdadu darurat wabah covid dan kesehatan tentu bisa dilakukan untuk mewajibkan para konglomerat untuk keluarkan hartanya untuk kepentingan bersama
Tapi anis ni tak main tiktok dan alhamdulillah tak kena covid.,0.0,2,tapi anis ni tak main tiktok dan alhamdulillah tak kena covid
"Sbnarnya sudah tdk kaget klo di suruh tinggal rumah, sudah terbiasa dri dulu juga social distancing, krna Ada yg lebih mematikan dalam masyarakat lebih dri covid, yaitu kebodohan~",-1.0,-2,sbnarnya sudah tdk kaget klo di suruh tinggal rumah sudah terbiasa dri dulu juga social distancing krna ada yg lebih mematikan dalam masyarakat lebih dri covid yaitu kebodohan
Badan POM luncurkan informatorium obat COVID-19 bersamaan dengan FGD online tentang penanggulangan COVID-19.Informatorium ini berisi informasi terkait perkembangan obat COVID-19 di dunia dan tata,1.0,1,badan pom luncurkan informatorium obat covid bersamaan dengan fgd online tentang penanggulangan covidinformatorium ini berisi informasi terkait perkembangan obat covid di dunia dan tata
"Revisi : - kalau tidak ada penambahan jumlah yang positif - maka untuk pasien Covid-19 dengan gejala penyakit yang parah atau kritis, bisa membutuhkan waktu pemulihan klinis sekitar 3 hingga 6 minggu.",1.0,2,revisi kalau tidak ada penambahan jumlah yang positif maka untuk pasien covid dengan gejala penyakit yang parah atau kritis bisa membutuhkan waktu pemulihan klinis sekitar hingga minggu
Syafakallah..semoga Allah memberi kesembuhan pada Dr Tun Muzamal Widan drp wabak Covid 19 dan sihat seperti biasa ..Aamiin Ya Rabbal Alamiin,1.0,-1,syafakallahsemoga allah memberi kesembuhan pada dr tun muzamal widan drp wabak covid dan sihat seperti biasa aamiin ya rabbal alamiin
"sambil menunggu orang2 pintar menemukan obatnya, mari waspada, tak perlu panik berlebihan. faktanya angka kematian 5 bln jauh lebih rendah dr TBC.. COVID-19 Tidak Menyeramkan",0.0,1,sambil menunggu orang pintar menemukan obatnya mari waspada tak perlu panik berlebihan faktanya angka kematian bln jauh lebih rendah dr tbc covid tidak menyeramkan
PSBB versus COVID-19,0.0,2,psbb versus covid
"Dirumah aja , jaga kesehatan dukung pemerintah memerangi covid 19 , dan dirumah ajapun bisa memperoleh investasi dengan untung banyakk...Dengan didukung legalitas aman dan konsep hotel dan berkelas.. perputasan",1.0,1,dirumah aja jaga kesehatan dukung pemerintah memerangi covid dan dirumah ajapun bisa memperoleh investasi dengan untung banyakkdengan didukung legalitas aman dan konsep hotel dan berkelas perputasan
"MEDITATION TO FIGHT COVID-19 ""Meditasi tidak hanya bermanfaat bagi pikiran tetapi juga bagi tubuh. Dalam satu kesatuan yang harmonis kehidupan berlangsung dalam cinta yang mengubah segala sesuatu menjadi",1.0,-1,meditation to fight covid meditasi tidak hanya bermanfaat bagi pikiran tetapi juga bagi tubuh dalam satu kesatuan yang harmonis kehidupan berlangsung dalam cinta yang mengubah segala sesuatu menjadi
Pdhl gak mutlak begitu ya. Beliau lupa ttg adanya cytokine storm pd pasien COVID-19.,0.0,-2,pdhl gak mutlak begitu ya beliau lupa ttg adanya cytokine storm pd pasien covid
Hrap2 cukup 2k rt. Nak warna hijau. Nak bawak g kerja. Merempit musim covid. ,0.0,1,hrap cukup k rt nak warna hijau nak bawak g kerja merempit musim covid
Salam sapa? Mana boleh salam salam pqah musim covid ni. Adoilah,0.0,-1,salam sapa mana boleh salam salam pqah musim covid ni adoilah
Sebagai bentuk dukungan terhadap tim medis yang tengah berjuang menghadapi dan merawat pasien Covid-19. FPI kembali menyalurkan sejumlah bantuan berupa APD serta makanan dan minuman bernutrisi untuk para Tim Medis.,1.0,2,sebagai bentuk dukungan terhadap tim medis yang tengah berjuang menghadapi dan merawat pasien covid fpi kembali menyalurkan sejumlah bantuan berupa apd serta makanan dan minuman bernutrisi untuk para tim medis
Semoga wabah covid-19 segera berlalu agar lebaran bisa mudik dan berkumpul dgn keluarga,1.0,-1,semoga wabah covid segera berlalu agar lebaran bisa mudik dan berkumpul dgn keluarga
Buat penelitian covid 19,0.0,2,buat penelitian covid
"Tulisan ini saya bikin sekitar 2 minggu lalu, br dipublish 4 hari lalu. Saya nulis ttg konser virtual yg banyak dilakukan saat pandemi Covid-19, tp ini jg persiapan utk era 5G nantinya. Serunya semalam liat postingan Jrx di IG menghubungkan konspirasi Covid19 ini dan 5G.",0.0,2,tulisan ini saya bikin sekitar minggu lalu br dipublish hari lalu saya nulis ttg konser virtual yg banyak dilakukan saat pandemi covid tp ini jg persiapan utk era g nantinya serunya semalam liat postingan jrx di ig menghubungkan konspirasi covid ini dan g
"PKP. Semua orang tak nak rugi. Semua nya nak bekerja untuk dapatkan duit. Tapi kena la ingat. Selagi tak selesai kes covid-19, belum tentu kita semua selamat walaupun kita pergi & balik kerja. Lebih baik rugi sementara daripada menyesal selamanya.",1.0,-1,pkp semua orang tak nak rugi semua nya nak bekerja untuk dapatkan duit tapi kena la ingat selagi tak selesai kes covid belum tentu kita semua selamat walaupun kita pergi balik kerja lebih baik rugi sementara daripada menyesal selamanya
"Allhumma inn dzu bika minal barashi, wal jun bni, wal judzmi, wa sayy Bismillahirrahmanirrahim semoga Wabah covid-19 segera berakhir, semoga selalu diberikan kesehatan, keselamatan serta kebahagiaan di dunia akhirat .. Aamiin ",1.0,-1,allhumma inn dzu bika minal barashi wal jun bni wal judzmi wa sayy bismillahirrahmanirrahim semoga wabah covid segera berakhir semoga selalu diberikan kesehatan keselamatan serta kebahagiaan di dunia akhirat aamiin
Ketua Wantim MUI Tolak Pengalihan Dana Haji untuk Penanganan Covid-19,1.0,-2,ketua wantim mui tolak pengalihan dana haji untuk penanganan covid
"Ada 15 cara menyuruh Covid-19 segera pergi:6. Jangan lagi pernah abaikan rumah, keluarga dengan terlalu sibuk di luar rumah. Bukankan Covid-19 telah mendidik kita untuk banyak tinggal di dalam rumah bersama keluarga ?",1.0,1,ada cara menyuruh covid segera pergi jangan lagi pernah abaikan rumah keluarga dengan terlalu sibuk di luar rumah bukankan covid telah mendidik kita untuk banyak tinggal di dalam rumah bersama keluarga
Kasihan ibu korban covid 19. Yg memohon kepada warga Video : 2,0.0,-1,kasihan ibu korban covid yg memohon kepada warga video
"Bukan karena covid, dia HIV",-1.0,-2,bukan karena covid dia hiv
Pandemi COVID-19 ketua Komisi Fatwa MUI banten himbau masyarakat tidak ke luar daerah,1.0,1,pandemi covid ketua komisi fatwa mui banten himbau masyarakat tidak ke luar daerah
"Update 9 April 2020 Infografis Covid-19: 3293 Positif, 252 Sembuh, 280 Meninggal -",0.0,1,update april infografis covid positif sembuh meninggal
Pasien Pertama Covid 19 di Kabupaten Serang Terdeteksi Pulang dari Jakarta,0.0,1,pasien pertama covid di kabupaten serang terdeteksi pulang dari jakarta
"Time musim PKP ni pun runner boleh jual dadah ek? Yg beli dadah pun jenis otak kat mana tah. Time PKP ni kita nak doa supaya covid-19 ni pulih cepat, orang hisap dadah minta mati cepat. Eh marah plak rasa",0.0,-2,time musim pkp ni pun runner boleh jual dadah ek yg beli dadah pun jenis otak kat mana tah time pkp ni kita nak doa supaya covid ni pulih cepat orang hisap dadah minta mati cepat eh marah plak rasa
Cara allah membersihkan bumi ini dari polusi kendaraan ya adanya covid-19 ini,0.0,-1,cara allah membersihkan bumi ini dari polusi kendaraan ya adanya covid ini
Teknis RS Klaim Biaya Perawatan Pasien Covid-19,0.0,1,teknis rs klaim biaya perawatan pasien covid
"Dan terjadi lagi, penolakan warga terhadap jenazah perawat yang menangani COVID-19 di RSUP Kariadi, Semarang! Lokasi: Suwakul, Ungaran.Video : 1",-1.0,-1,dan terjadi lagi penolakan warga terhadap jenazah perawat yang menangani covid di rsup kariadi semarang lokasi suwakul ungaranvideo
Wagub Sumbar Minta Data Penerima Bantuan Korban Covid -19 Tidak Duplikasi dan Harus Detail,1.0,-2,wagub sumbar minta data penerima bantuan korban covid tidak duplikasi dan harus detail
"Selamat pagi Kak Siti, Mina informasikan Plasa Telkom Depok yakni Di Jl. Arif Rahman Hakim No.100 Depok saat ini tutup sementara hingga batas waktu yang belum ditentukan mengikuti anjuran dari pemerintah terkait waspada Covid-19, dapat diinformasikan keperluannya apa Kak?-",0.0,1,selamat pagi kak siti mina informasikan plasa telkom depok yakni di jl arif rahman hakim no depok saat ini tutup sementara hingga batas waktu yang belum ditentukan mengikuti anjuran dari pemerintah terkait waspada covid dapat diinformasikan keperluannya apa kak
Doa Para Kiai Bawa Spirit di Tengah Pandemi Covid-19 via,1.0,-1,doa para kiai bawa spirit di tengah pandemi covid via
Pandemi Covid-19: 1.599.423 Kasus dan 95.523 Kematian -,0.0,1,pandemi covid kasus dan kematian
"Pusing julz, d rumah lagi rame covid, d sini rame fwb ga ngotak",-1.0,-2,pusing julz d rumah lagi rame covid d sini rame fwb ga ngotak
"semoga wabah covid-19 segera berlalu dan indonesia kembali baik baik saja, amin paling serius",1.0,-1,semoga wabah covid segera berlalu dan indonesia kembali baik baik saja amin paling serius
Ada juga lu sbg ketua mutusin utk potong gaji seluruh anggota dpr selama beberapa bulan kedepan utk biaya penanggulangan wabah covid-19..bukannya galang satgas covid-19 utk nyari dana.!!! Mati kekayaan lo gak lo bawa ke liang lahat!!,-1.0,-2,ada juga lu sbg ketua mutusin utk potong gaji seluruh anggota dpr selama beberapa bulan kedepan utk biaya penanggulangan wabah covidbukannya galang satgas covid utk nyari dana mati kekayaan lo gak lo bawa ke liang lahat
